"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2002M07",3.41983397e+01,8.35605612e-01,9.10000000e+00,6.94785663e+00,7.86000000e+00,4.11000000e+00,1.36597000e+04,9.14550000e+03,2.04262000e+04,4.60784000e+04,2.49623000e+04,6.79685783e+01,1.36500000e+02,8.84700000e+01,1.76000000e+00,1.90500000e+02,1.80000000e+02,7.63930000e+01,7.76920000e+01,2.69661905e+01,3.53217710e+02,2.06178661e+02,9.52220517e+02,9.12101723e+02,9.92457367e+02,1.07380996e+03,1.01251220e+03,4.21904552e+02,4.91632461e+02,4.48242650e+02,5.24965219e+02,5.19295685e+02,4.33589107e+02,4.35275229e+02,3.29458388e+02,8.70748190e+00,7.66287275e-01,1.19221693e+01,1.35346577e+01,1.06736602e+01,9.14849071e+00,9.11633235e+00,5.65026474e+00,NaN,2.03666058e-01,2.17572923e+00,1.45497810e+00,1.18511322e+00,1.52654919e+00,2.02823556e+00,9.98560507e+00,-6.09138364e+00,4.40105238e+01,5.44907703e+01,1.05089143e+01,1.38114250e+01,4.18478805e+00,6.80452580e+01,7.71532208e+01,1.08560451e+00,1.89125335e+00,2.66963403e+00,2.64189128e+00,2.44289057e+00,6.62162371e+01,4.22813496e+02,4.22332807e+02,4.80689510e-01,4.48411540e+02,-1.68889512e-01,4.22716023e+02,9.74735699e-02,4.48837388e+02,-5.94738029e-01
"2002M08",3.41893904e+01,-2.61689020e-02,7.73000000e+00,6.38087064e+00,7.77000000e+00,4.91000000e+00,1.37379000e+04,8.75260000e+03,1.99775000e+04,4.56953000e+04,2.49688000e+04,6.75487166e+01,1.62300000e+02,8.85900000e+01,1.81000000e+00,1.91100000e+02,1.80500000e+02,7.65430000e+01,7.78450000e+01,2.83850000e+01,3.53191537e+02,2.05027016e+02,9.52791372e+02,9.07710608e+02,9.90236192e+02,1.07297507e+03,1.01253823e+03,4.21284906e+02,5.08944647e+02,4.48371323e+02,5.25279685e+02,5.19573078e+02,4.33785267e+02,4.35471967e+02,3.34586084e+02,7.44234730e+00,-1.02433674e+00,1.34160716e+01,1.07220740e+01,1.26264655e+01,8.05520071e+00,9.66154592e+00,5.41134792e+00,NaN,3.95860948e-01,2.32938007e+00,1.73237079e+00,1.39319612e+00,1.67363587e+00,3.62703556e+00,-3.14067920e-01,-1.38197305e+01,6.85025366e+00,-5.26933871e+01,-2.66541003e+01,-1.00186147e+01,3.12430531e-01,-7.43574075e+00,2.07746232e+02,1.62656751e+00,3.77358802e+00,3.32871226e+00,2.35392658e+00,2.36085381e+00,6.15323517e+01,4.23180421e+02,4.22599533e+02,5.80887705e-01,4.48507335e+02,-1.36011576e-01,4.23261163e+02,-8.07428609e-02,4.48791872e+02,-4.20548385e-01
"2002M09",3.40998972e+01,-2.61757226e-01,7.10000000e+00,6.13004482e+00,7.78000000e+00,4.45000000e+00,1.28128000e+04,8.69940000e+03,1.98195000e+04,4.56501000e+04,2.49293000e+04,6.70921615e+01,1.57300000e+02,8.86600000e+01,1.85000000e+00,1.91300000e+02,1.80800000e+02,7.66810000e+01,7.79720000e+01,2.96635000e+01,3.52929437e+02,2.05155634e+02,9.45819995e+02,9.07100934e+02,9.89442158e+02,1.07287611e+03,1.01237991e+03,4.20606722e+02,5.05815481e+02,4.48491007e+02,5.25384288e+02,5.19739145e+02,4.33965396e+02,4.35634979e+02,3.38991733e+02,6.86117755e+00,-2.16155905e+00,4.74525539e+00,9.71764165e+00,6.06968387e+00,6.52039473e+00,8.14413044e+00,6.48331827e+00,NaN,4.97513464e-01,2.21996432e+00,1.50462577e+00,1.91437502e+00,2.40650201e+00,1.24178012e+01,-3.14520491e+00,1.54340857e+00,-8.36565185e+01,-7.31608959e+00,-9.52840647e+00,-1.18758042e+00,-1.89987234e+00,-8.13821538e+00,-3.75499973e+01,9.47813872e-01,1.25523024e+00,1.99280422e+00,2.16154186e+00,1.95614129e+00,5.28677966e+01,4.24953393e+02,4.22863536e+02,2.08985663e+00,4.48607821e+02,-1.16813679e-01,4.23779579e+02,1.17381414e+00,4.48857941e+02,-3.66934500e-01
"2002M10",3.41953566e+01,2.79940492e-01,6.60000000e+00,5.80633003e+00,7.73000000e+00,4.47000000e+00,1.34560000e+04,8.91710000e+03,1.99166000e+04,4.58613000e+04,2.51376000e+04,6.65236669e+01,1.76300000e+02,8.88100000e+01,1.82000000e+00,1.91500000e+02,1.81200000e+02,7.68210000e+01,7.80380000e+01,2.88365217e+01,3.53208986e+02,2.04510886e+02,9.50718038e+02,9.09572606e+02,9.89930883e+02,1.07333769e+03,1.01321200e+03,4.19755778e+02,5.17218709e+02,4.48634500e+02,5.25488781e+02,5.19960139e+02,4.34147804e+02,4.35719589e+02,3.36164270e+02,6.39396715e+00,-4.79890055e+00,6.27778841e+00,7.79636631e+00,7.33774995e+00,6.91185689e+00,6.50605847e+00,3.22702781e+00,NaN,8.25376386e-01,2.16424388e+00,2.00675631e+00,1.74513499e+00,1.78940983e+00,2.62922287e+01,3.35459266e+00,-7.73697071e+00,5.87765184e+01,2.96600686e+01,5.86470398e+00,5.53899186e+00,9.98509763e+00,-1.02113293e+01,1.36838735e+02,2.02851234e+00,1.25391861e+00,2.65193478e+00,2.18889717e+00,1.01531959e+00,-3.39295609e+01,4.23436995e+02,4.23124800e+02,3.12194363e-01,4.48713219e+02,-7.87192572e-02,4.23926771e+02,-4.89775974e-01,4.48895517e+02,-2.61017100e-01
"2002M11",3.43504782e+01,4.53633433e-01,6.34000000e+00,5.64097580e+00,7.61000000e+00,5.40000000e+00,1.51807000e+04,8.92820000e+03,2.03795000e+04,4.60600000e+04,2.52875000e+04,6.94305300e+01,1.43000000e+02,8.88400000e+01,1.23000000e+00,1.91900000e+02,1.81500000e+02,7.68970000e+01,7.81140000e+01,2.63521053e+01,3.53661594e+02,2.02946317e+02,9.62778016e+02,9.09697009e+02,9.92228477e+02,1.07377002e+03,1.01380655e+03,4.24032668e+02,4.96284463e+02,4.48685039e+02,5.25697440e+02,5.20125565e+02,4.34246686e+02,4.35816930e+02,3.27154817e+02,6.15151617e+00,-5.99287007e+00,2.02376800e+01,4.91368787e+00,7.33590081e+00,6.21156373e+00,5.61472652e+00,2.36681325e+00,NaN,9.61382737e-01,2.00006667e+00,2.22850448e+00,1.91159702e+00,1.68344581e+00,2.94234480e+01,5.43129141e+00,-1.87748289e+01,1.44719737e+02,1.49283024e+00,2.75711265e+01,5.18792427e+00,7.13456314e+00,5.13226878e+01,-2.51210951e+02,4.05291307e-01,2.50391327e+00,1.98511212e+00,1.18658852e+00,1.16809272e+00,-1.08113438e+02,4.23633199e+02,4.23383453e+02,2.49745390e-01,4.48823746e+02,-1.38706116e-01,4.23844509e+02,-2.11310480e-01,4.49024305e+02,-3.39265141e-01
"2002M12",3.45443802e+01,5.64481108e-01,6.33000000e+00,5.49681336e+00,7.65000000e+00,2.22000000e+00,1.62805000e+04,9.99960000e+03,2.16245000e+04,4.81807000e+04,2.53494000e+04,7.51062596e+01,1.58200000e+02,8.88600000e+01,1.16000000e+00,1.92100000e+02,1.81800000e+02,7.69710000e+01,7.81870000e+01,2.94609524e+01,3.54224488e+02,2.03470565e+02,9.69772335e+02,9.21030037e+02,9.98158221e+02,1.07827138e+03,1.01405103e+03,4.31890391e+02,5.06386006e+02,4.48730323e+02,5.25801607e+02,5.20290718e+02,4.34342873e+02,4.35910339e+02,3.38306574e+02,6.13427121e+00,-3.97233520e+00,1.54259200e+01,5.37933589e+00,7.24804468e+00,6.44523216e+00,3.70741709e+00,3.35965562e+00,NaN,1.02936263e+00,1.94487076e+00,2.45001119e+00,2.11122891e+00,1.75342363e+00,4.18362558e+01,6.75472661e+00,6.29097116e+00,8.39318261e+01,1.35996342e+02,7.11569250e+01,5.40163578e+01,2.93383035e+00,9.42926669e+01,1.21218510e+02,2.70118178e-01,1.25000011e+00,1.98183365e+00,1.15423619e+00,1.12091422e+00,1.33821085e+02,4.24839796e+02,4.23639645e+02,1.20015055e+00,4.48939609e+02,-2.09286082e-01,4.24371507e+02,4.68288356e-01,4.49032989e+02,-3.02666336e-01
"2003M01",3.49560489e+01,1.19170985e+00,6.20000000e+00,4.88872578e+00,7.80000000e+00,1.03000000e+00,1.42688000e+04,9.41040000e+03,2.22115000e+04,4.83722000e+04,2.49589000e+04,7.23974124e+01,1.64800000e+02,8.90900000e+01,1.33000000e+00,1.92400000e+02,1.82600000e+02,7.72010000e+01,7.82400000e+01,3.29471429e+01,3.55409153e+02,2.05412373e+02,9.56583061e+02,9.14957074e+02,1.00083655e+03,1.07866805e+03,1.01249858e+03,4.28217056e+02,5.10473262e+02,4.48968030e+02,5.25957654e+02,5.20729797e+02,4.34641241e+02,4.35978103e+02,3.49490455e+02,6.01447062e+00,-2.78146882e+00,3.55321889e+00,6.89860402e+00,1.26540856e+01,7.69894876e+00,2.47643331e+00,4.13657680e+00,6.83485270e+01,1.23102803e+00,1.94180859e+00,2.72012330e+00,2.31940792e+00,1.76523335e+00,5.13536856e+01,1.42159788e+01,2.33017030e+01,-1.58271285e+02,-7.28755578e+01,3.21398899e+01,4.76009113e+00,-1.86295069e+01,-4.40800180e+01,4.90470746e+01,3.10199667e+00,1.87256215e+00,5.26894370e+00,3.58041933e+00,8.13158885e-01,1.34206569e+02,4.25462382e+02,4.23893543e+02,1.56883905e+00,4.49061009e+02,-9.29792648e-02,4.25004554e+02,4.57828507e-01,4.49198138e+02,-2.30107880e-01
"2003M02",3.51976806e+01,6.91244226e-01,6.00000000e+00,4.57630606e+00,7.83000000e+00,4.13000000e+00,1.56608000e+04,9.42430000e+03,2.18875000e+04,4.82728000e+04,2.48898000e+04,7.06662922e+01,1.44700000e+02,8.90800000e+01,1.33000000e+00,1.92500000e+02,1.83600000e+02,7.75260000e+01,7.83480000e+01,3.58284211e+01,3.56098019e+02,2.05796251e+02,9.65891605e+02,9.15104674e+02,9.99367098e+02,1.07846235e+03,1.01222134e+03,4.25796869e+02,4.97466263e+02,4.48954205e+02,5.26009615e+02,5.21275948e+02,4.35061336e+02,4.36116044e+02,3.57874146e+02,5.82807736e+00,-1.39507653e+00,1.72536121e+01,6.69727850e+00,9.39454918e+00,7.04480168e+00,1.69611651e+00,4.09856310e+00,4.03049231e+01,1.18571769e+00,1.78201781e+00,3.09759279e+00,2.57127907e+00,1.71212812e+00,5.47464252e+01,8.26639304e+00,4.60653157e+00,1.11702527e+02,1.77119923e+00,-1.76333702e+01,-2.46841620e+00,-3.32686923e+00,-2.90422458e+01,-1.56083981e+02,-1.34702812e-01,6.23538595e-01,6.55381203e+00,5.04114438e+00,1.65529952e+00,1.00604300e+02,4.25027038e+02,4.24145399e+02,8.81639274e-01,4.49188131e+02,-2.33926270e-01,4.24828647e+02,1.98390579e-01,4.49339907e+02,-3.85702101e-01
"2003M03",3.53498191e+01,4.32240044e-01,5.78000000e+00,4.53335189e+00,7.91000000e+00,1.41000000e+00,1.46938000e+04,9.47820000e+03,2.19390000e+04,4.82972000e+04,2.50468000e+04,7.43824222e+01,1.60800000e+02,8.90900000e+01,1.38000000e+00,1.92500000e+02,1.83900000e+02,7.77250000e+01,7.84740000e+01,3.35133333e+01,3.56529327e+02,2.06812778e+02,9.59518092e+02,9.15674970e+02,9.99602115e+02,1.07851289e+03,1.01285014e+03,4.30921965e+02,5.08016136e+02,4.48976909e+02,5.26009615e+02,5.21439213e+02,4.35317696e+02,4.36276736e+02,3.51194337e+02,5.61462683e+00,0.00000000e+00,4.67096828e+00,1.46132289e+00,6.56142017e+00,5.88110741e+00,1.47528758e+00,5.10267481e+00,3.88813475e+01,1.09475728e+00,1.72914971e+00,2.98035304e+00,2.55669091e+00,1.75343859e+00,3.12005746e+01,5.17570283e+00,1.21983261e+01,-7.64821665e+01,6.84355776e+00,2.82021281e+00,6.06399516e-01,7.54559264e+00,6.15011603e+01,1.26598468e+02,1.34702812e-01,0.00000000e+00,1.95918411e+00,3.07631037e+00,1.92830129e+00,-8.01577116e+01,4.25702186e+02,4.24395570e+02,1.30661560e+00,4.49321153e+02,-3.44244239e-01,4.25346750e+02,3.55436044e-01,4.49418637e+02,-4.41727689e-01
"2003M04",3.55079237e+01,4.47257367e-01,5.67000000e+00,4.63139225e+00,7.91000000e+00,8.70000000e-01,1.61117000e+04,9.66100000e+03,2.20446000e+04,4.86216000e+04,2.52353000e+04,7.15802765e+01,1.81100000e+02,8.91200000e+01,1.31000000e+00,1.92500000e+02,1.83200000e+02,7.75930000e+01,7.85610000e+01,2.81704762e+01,3.56975588e+02,2.06812778e+02,9.68730100e+02,9.17585244e+02,1.00008230e+03,1.07918232e+03,1.01359991e+03,4.27081957e+02,5.19904936e+02,4.49002444e+02,5.26009615e+02,5.21057845e+02,4.35147722e+02,4.36387539e+02,3.33827449e+02,5.51786697e+00,1.14432272e+00,1.47529546e+01,7.88375549e+00,9.27111089e+00,6.46076286e+00,2.63880054e+00,2.73407387e+00,2.63137617e+01,1.12842542e+00,1.46522768e+00,2.15180716e+00,1.96917987e+00,1.58580745e+00,7.33134506e+00,5.35512172e+00,0.00000000e+00,1.10544096e+02,2.29232853e+01,5.76215878e+00,8.03314638e+00,8.99727973e+00,-4.60801029e+01,1.42665610e+02,4.04017736e-01,0.00000000e+00,-4.57641524e+00,-2.03968681e+00,1.32964003e+00,-2.08402660e+02,4.24770343e+02,4.24644479e+02,1.25863438e-01,4.49460238e+02,-4.57793919e-01,4.25905898e+02,-1.13555545e+00,4.49541574e+02,-5.39129736e-01
"2003M05",3.55974170e+01,2.52037322e-01,5.56000000e+00,4.80374951e+00,7.90000000e+00,8.20000000e-01,1.48911000e+04,9.49870000e+03,2.17571000e+04,4.87643000e+04,2.55729000e+04,6.88363972e+01,1.87400000e+02,8.91800000e+01,1.28000000e+00,1.92900000e+02,1.82900000e+02,7.75040000e+01,7.86740000e+01,2.81085714e+01,3.57227308e+02,2.06686276e+02,9.60851900e+02,9.15891023e+02,9.98769542e+02,1.07947538e+03,1.01492885e+03,4.23173263e+02,5.23324537e+02,4.49060355e+02,5.26217192e+02,5.20893956e+02,4.35032955e+02,4.36531273e+02,3.33607456e+02,5.41510262e+00,3.80469704e-01,9.14589247e+00,8.60748454e+00,9.19326268e+00,7.99160862e+00,3.74015351e+00,1.75121963e+00,7.35660394e+01,1.02565002e+00,1.51478478e+00,1.87643475e+00,1.78871426e+00,1.61838430e+00,3.87068825e+00,3.02064288e+00,-1.51802677e+00,-9.45383965e+01,-2.03306585e+01,-1.57530395e+01,3.51673338e+00,1.59472669e+01,-4.69043196e+01,4.10352059e+01,8.07627624e-01,2.49091942e+00,-1.96667621e+00,-1.37720280e+00,1.72480711e+00,-2.63990757e+00,4.24715339e+02,4.24892637e+02,-1.77298786e-01,4.49605524e+02,-5.45169212e-01,4.26698323e+02,-1.98298410e+00,4.49654224e+02,-5.93868714e-01
"2003M06",3.56928764e+01,2.68163895e-01,5.24000000e+00,4.87892614e+00,7.92000000e+00,1.10000000e+00,1.48704000e+04,9.76840000e+03,2.22590000e+04,4.95095000e+04,2.57087000e+04,6.58416052e+01,1.61500000e+02,8.92400000e+01,1.45000000e+00,1.93000000e+02,1.83100000e+02,7.75880000e+01,7.87180000e+01,3.06623809e+01,3.57495113e+02,2.06939121e+02,9.60712794e+02,9.18690796e+02,1.00105017e+03,1.08099198e+03,1.01545847e+03,4.18725194e+02,5.08450514e+02,4.49137181e+02,5.26269019e+02,5.21003245e+02,4.35141278e+02,4.36587185e+02,3.42303653e+02,5.10953683e+00,2.52844635e-01,1.21598204e+01,1.11299706e+01,9.46854592e+00,8.33297977e+00,3.29500927e+00,2.49108033e+00,2.32474879e+01,9.57052849e-01,1.46140388e+00,1.93002958e+00,1.77232832e+00,1.51552961e+00,1.83632848e+01,3.21365973e+00,3.03413562e+00,-1.66927097e+00,3.35972866e+01,2.73675362e+01,1.81992991e+01,6.35551078e+00,-5.33768373e+01,-1.78488273e+02,8.07084438e-01,6.21922792e-01,1.31147554e+00,1.29987375e+00,6.70936279e-01,1.04354357e+02,4.24581780e+02,4.25140565e+02,-5.58784594e-01,4.49757119e+02,-6.19938015e-01,4.26314524e+02,-1.73274423e+00,4.49810968e+02,-6.73787384e-01
"2003M07",3.57883358e+01,2.67446728e-01,4.65000000e+00,4.81236010e+00,7.92000000e+00,1.48000000e+00,1.57577000e+04,1.01463000e+04,2.30142000e+04,5.03515000e+04,2.57585000e+04,7.00087418e+01,1.92000000e+02,8.94100000e+01,1.04000000e+00,1.93400000e+02,1.83700000e+02,7.78160000e+01,7.89150000e+01,3.07545454e+01,3.57762202e+02,2.06939121e+02,9.66508441e+02,9.22486439e+02,1.00438667e+03,1.08267837e+03,1.01565199e+03,4.24862012e+02,5.25749537e+02,4.49304909e+02,5.26476058e+02,5.21330399e+02,4.35434707e+02,4.36837132e+02,3.42603780e+02,4.54449280e+00,7.60459939e-01,1.42879243e+01,1.03847152e+01,1.19293026e+01,8.86841166e+00,3.13979830e+00,2.95746014e+00,3.41170757e+01,1.05690213e+00,1.51083885e+00,2.03471413e+00,1.84559966e+00,1.56190319e+00,1.31453926e+01,3.20507671e+00,0.00000000e+00,6.95477697e+01,4.55477052e+01,4.00379946e+01,2.02366078e+01,2.32225645e+00,7.36418156e+01,2.07588275e+02,2.28379582e+00,2.48447294e+00,3.92584865e+00,3.52114741e+00,2.99937352e+00,3.60153103e+00,4.25758741e+02,4.25388770e+02,3.69971332e-01,4.49915090e+02,-6.10180925e-01,4.26318253e+02,-5.59511966e-01,4.49860626e+02,-5.55717485e-01
"2003M08",3.58867783e+01,2.75068756e-01,4.96000000e+00,4.61244979e+00,7.92000000e+00,1.40000000e+00,1.51669000e+04,1.01177000e+04,2.32374000e+04,5.05218000e+04,2.59011000e+04,6.95494367e+01,1.78900000e+02,8.95400000e+01,1.01000000e+00,1.93600000e+02,1.84500000e+02,7.80790000e+01,7.90040000e+01,3.15738095e+01,3.58036894e+02,2.06939121e+02,9.62687070e+02,9.22204164e+02,1.00535183e+03,1.08301602e+03,1.01620407e+03,4.24203782e+02,5.18682699e+02,4.49444928e+02,5.26579417e+02,5.21764946e+02,4.35772113e+02,4.36949848e+02,3.45232796e+02,4.84535626e+00,1.91210414e+00,9.89569851e+00,1.44935566e+01,1.51156409e+01,1.00409478e+01,3.66583934e+00,2.91887543e+00,9.73805160e+00,1.06664684e+00,1.29973236e+00,2.19186857e+00,1.98684602e+00,1.47788140e+00,1.06467128e+01,3.29629361e+00,0.00000000e+00,-4.58564555e+01,-3.38729005e+00,1.15819595e+01,4.05181934e+00,6.62492294e+00,-7.89875724e+00,-8.48020578e+01,1.74350408e+00,1.24031019e+00,5.21456551e+00,4.04888289e+00,1.35259229e+00,3.15481937e+01,4.26129479e+02,4.25637721e+02,4.91758268e-01,4.50079463e+02,-6.34534950e-01,4.27516184e+02,-1.38670513e+00,4.49902318e+02,-4.57389789e-01
"2003M09",3.60359337e+01,4.15627612e-01,5.68000000e+00,4.62672567e+00,7.98000000e+00,1.45000000e+00,1.44906000e+04,1.00479000e+04,2.32303000e+04,5.06397000e+04,2.59841000e+04,6.76174748e+01,1.76600000e+02,8.96800000e+01,1.17000000e+00,1.93700000e+02,1.85100000e+02,7.83230000e+01,7.91140000e+01,2.83114286e+01,3.58451660e+02,2.07693841e+02,9.58125544e+02,9.21511894e+02,1.00532127e+03,1.08324911e+03,1.01652401e+03,4.21386645e+02,5.17388729e+02,4.49636639e+02,5.26631057e+02,5.22089622e+02,4.36084130e+02,4.37088985e+02,3.34326556e+02,5.52222293e+00,2.53820733e+00,1.23055492e+01,1.44109600e+01,1.58791159e+01,1.03730056e+01,4.14409940e+00,7.79923482e-01,1.15732478e+01,1.14389494e+00,1.24676940e+00,2.35047716e+00,2.11873426e+00,1.45400624e+00,-4.66517743e+00,4.97719520e+00,9.05664676e+00,-5.47383101e+01,-8.30724943e+00,-3.66706339e-01,2.79711282e+00,3.83924838e+00,-3.38056388e+01,-1.55276428e+01,1.87479114e+00,6.19674685e-01,3.89610732e+00,3.74420068e+00,1.66963940e+00,-1.30874886e+02,4.25654928e+02,4.25887914e+02,-2.32986321e-01,4.50250223e+02,-6.13583695e-01,4.27526965e+02,-1.87203704e+00,4.50131699e+02,-4.95059693e-01
"2003M10",3.61910553e+01,4.30463579e-01,5.84000000e+00,4.67918759e+00,8.10000000e+00,1.71000000e+00,1.60633000e+04,1.06821000e+04,2.41853000e+04,5.17182000e+04,2.62911000e+04,6.76231239e+01,1.89900000e+02,8.99400000e+01,1.03000000e+00,1.94000000e+02,1.84900000e+02,7.83330000e+01,7.92600000e+01,3.03382609e+01,3.58881200e+02,2.09186406e+02,9.68429245e+02,9.27632472e+02,1.00935003e+03,1.08535650e+03,1.01769858e+03,4.21394999e+02,5.24649762e+02,4.49907539e+02,5.26785816e+02,5.21981514e+02,4.36096897e+02,4.37273359e+02,3.41240965e+02,5.67221328e+00,4.67551991e+00,1.77112064e+01,1.80598662e+01,1.94191456e+01,1.20188126e+01,4.48657457e+00,1.63922174e+00,7.43105284e+00,1.26435251e+00,1.29703504e+00,2.02137448e+00,1.94909299e+00,1.55377002e+00,5.07669512e+00,5.15447682e+00,1.79107803e+01,1.23644404e+02,7.34469432e+01,4.83450595e+01,2.52886762e+01,1.40947997e+01,1.00249778e-01,8.71323956e+01,3.47400309e+00,1.85710638e+00,-1.29729742e+00,1.53201920e-01,2.21248500e+00,8.29729097e+01,4.25115648e+02,4.26139877e+02,-1.02422887e+00,4.50427308e+02,-5.19769145e-01,4.27480606e+02,-2.36495733e+00,4.50127612e+02,-2.20073354e-01
"2003M11",3.63551262e+01,4.53346521e-01,5.84000000e+00,4.69204550e+00,8.08000000e+00,1.96000000e+00,1.57108000e+04,1.07712000e+04,2.40915000e+04,5.18244000e+04,2.64801000e+04,7.10530374e+01,1.73400000e+02,9.01600000e+01,1.01000000e+00,1.94000000e+02,1.85000000e+02,7.84320000e+01,7.93680000e+01,3.11083333e+01,3.59333522e+02,2.08939187e+02,9.66210365e+02,9.28463118e+02,1.00896144e+03,1.08556164e+03,1.01841488e+03,4.26342660e+02,5.15560106e+02,4.50160040e+02,5.26785816e+02,5.22035583e+02,4.36223201e+02,4.37409526e+02,3.43747574e+02,5.67192766e+00,5.99287007e+00,3.43234897e+00,1.87661099e+01,1.67329588e+01,1.17916186e+01,4.60833050e+00,2.30999201e+00,1.92756434e+01,1.47488707e+00,1.08837560e+00,1.91001714e+00,1.97651433e+00,1.59259662e+00,1.65927568e+01,5.42786401e+00,-2.96662697e+00,-2.66265515e+01,9.96775459e+00,-4.66311527e+00,2.46159638e+00,8.59563435e+00,5.93719310e+01,-1.09075864e+02,2.93170607e+00,0.00000000e+00,6.48824022e-01,1.51564464e+00,1.63401190e+00,3.00793021e+01,4.26176516e+02,4.26394124e+02,-2.17607744e-01,4.50610615e+02,-4.50575112e-01,4.28152812e+02,-1.97629575e+00,4.50161307e+02,-1.26753716e-03
"2003M12",3.65669268e+01,5.82587993e-01,5.85000000e+00,4.76237729e+00,8.03000000e+00,1.83000000e+00,1.70384000e+04,1.19244000e+04,2.60511000e+04,5.33825000e+04,2.67662000e+04,7.51400847e+01,1.95600000e+02,9.03800000e+01,9.40000000e-01,1.94200000e+02,1.85500000e+02,7.86050000e+01,7.94670000e+01,3.21290476e+01,3.59914419e+02,2.08318453e+02,9.74322490e+02,9.38634200e+02,1.01678153e+03,1.08852383e+03,1.01948952e+03,4.31935417e+02,5.27607176e+02,4.50425398e+02,5.26888856e+02,5.22305488e+02,4.36443531e+02,4.37534184e+02,3.46976053e+02,5.68993129e+00,4.84788801e+00,4.55015476e+00,1.76041629e+01,1.86233063e+01,1.02524451e+01,5.43848364e+00,4.50261745e-02,2.12211702e+01,1.69609065e+00,1.08724861e+00,2.01477003e+00,2.10065831e+00,1.62384478e+00,8.66947928e+00,6.97077015e+00,-7.44881349e+00,9.73454956e+01,1.22052979e+02,9.38410951e+01,3.55462753e+01,1.28956680e+01,6.71130769e+01,1.44564832e+02,2.92456110e+00,1.23647615e+00,3.23886836e+00,2.64396396e+00,1.49589216e+00,3.87417542e+01,4.25085094e+02,4.26651096e+02,-1.56600204e+00,4.50800005e+02,-3.74606505e-01,4.27983880e+02,-2.89878622e+00,4.50149421e+02,2.75976953e-01
"2004M01",3.71277509e+01,1.53369227e+00,6.21000000e+00,5.26853226e+00,8.11000000e+00,1.83000000e+00,1.59913000e+04,1.11226000e+04,2.55208000e+04,5.29747000e+04,2.68481000e+04,7.27411922e+01,1.94700000e+02,9.05800000e+01,1.03000000e+00,1.94600000e+02,1.86300000e+02,7.89090000e+01,7.96710000e+01,3.43100000e+01,3.61436469e+02,2.09309787e+02,9.67980010e+02,9.31673435e+02,1.01472491e+03,1.08775697e+03,1.01979503e+03,4.28690783e+02,5.27145991e+02,4.50624259e+02,5.27094617e+02,5.22735828e+02,4.36829529e+02,4.37790566e+02,3.53543686e+02,6.02731649e+00,3.89741344e+00,1.13969489e+01,1.67163614e+01,1.38883633e+01,9.08891726e+00,7.29645829e+00,4.73727089e-01,1.66727295e+01,1.65863434e+00,1.13696315e+00,2.00603094e+00,2.18828795e+00,1.81246294e+00,4.05323111e+00,1.82646012e+01,1.18960082e+01,-7.61097551e+01,-8.35291759e+01,-2.46794254e+01,-9.20224297e+00,3.66618893e+00,-3.89356070e+01,-5.53421427e+00,2.65252097e+00,2.46913667e+00,5.16407467e+00,4.63197497e+00,3.07657673e+00,7.88115908e+01,4.26157504e+02,4.26911220e+02,-7.53715719e-01,4.50995306e+02,-3.71047257e-01,4.27678392e+02,-1.52088797e+00,4.50214954e+02,4.09304678e-01
